,shannon_entropy,trend
0,2.863650103424723,4.467776141479364
1,3.44055269819771,4.467718809270693
2,3.1854937793722993,4.467661477062021
3,3.2427935144086524,4.4676041448533494
4,4.74795147717842,4.467546812644678
5,4.269225331295401,4.467489480436007
6,4.336171872208447,4.467432148227335
7,3.7031649046608894,4.467374816018664
8,3.347705040682765,4.4673174838099925
9,4.613744182461476,4.46726015160132
10,3.698356573793899,4.467202819392649
11,4.763035989233792,4.467145487183978
12,4.882952712788519,4.467088154975307
13,4.001142012961937,4.467030822766635
14,5.428010201105926,4.4669734905579634
15,5.058441328885872,4.466916158349292
16,4.820774562117768,4.46685882614062
17,5.195695091632582,4.466801493931949
18,4.9904376891673605,4.466744161723278
19,3.812955977445666,4.4666868295146065
20,5.077214396315873,4.466629497305934
21,3.820846594833875,4.466572165097263
22,3.71954349564538,4.466514832888592
23,4.421317516985278,4.46645750067992
24,3.7834181267481912,4.466400168471249
25,3.9015430702598035,4.466342836262577
26,4.138293815812372,4.466285504053906
27,4.334410819341718,4.466228171845234
28,3.7534530874882663,4.466170839636563
29,3.9627853375766797,4.466113507427892
30,3.8415715745687353,4.46605617521922
31,3.6993136216881366,4.465998843010548
32,5.272093199713062,4.465941510801877
33,5.281444246298456,4.465884178593206
34,5.367556623802252,4.465826846384534
35,5.411064222481977,4.465769514175863
36,5.38945135507629,4.465712181967191
37,5.299208343001475,4.465654849758519
38,5.072071630823965,4.465597517549848
39,4.7574130559117895,4.465540185341177
40,4.421936218219771,4.465482853132506
41,4.243461536441762,4.465425520923834
42,4.204201413433099,4.465368188715162
43,4.079696779081555,4.465310856506491
44,5.392032230375995,4.465253524297819
45,4.094646066423286,4.465196192089148
46,4.227994865311505,4.465138859880477
47,4.125468757440819,4.465081527671805
48,3.9550116072134722,4.465024195463133
49,4.0347941353998005,4.464966863254462
50,5.684408606885618,4.464909531045791
51,4.97569979536708,4.464852198837119
52,3.9436394961551064,4.464794866628448
53,5.897708607028722,4.464737534419776
54,5.815270246406271,4.464680202211105
55,5.125255697745249,4.464622870002433
56,4.257580754065895,4.464565537793762
57,3.351979236945322,4.464508205585091
58,3.683968624714404,4.4644508733764185
59,3.769790012721904,4.464393541167747
60,4.034911015674833,4.464336208959076
61,3.896520133235349,4.464278876750405
62,3.9000296477981675,4.464221544541733
63,3.9822861312899516,4.464164212333062
64,4.072381781738238,4.46410688012439
65,4.3195681573222116,4.464049547915718
66,4.407299770190438,4.463992215707047
67,4.637472218213249,4.463934883498376
68,4.503172513884083,4.463877551289705
69,4.517916263801982,4.4638202190810325
70,4.295655088336432,4.463762886872361
71,4.4211143415220855,4.46370555466369
72,5.793486241482629,4.463648222455019
73,4.293573763350926,4.463590890246347
74,4.174631280456756,4.463533558037676
75,4.085637037823649,4.463476225829004
76,3.9750625417354697,4.463418893620332
77,3.87097591892719,4.463361561411661
78,3.760577821801564,4.46330422920299
79,3.7136546244742408,4.463246896994319
80,4.880697128514316,4.4631895647856465
81,3.967425522919213,4.463132232576975
82,3.9541107886609628,4.463074900368304
83,3.7982439443111997,4.463017568159632
84,4.767617786507101,4.462960235950961
85,4.815164059145122,4.46290290374229
86,4.215190609640816,4.462845571533618
87,3.749340669972055,4.462788239324946
88,3.969532835678937,4.462730907116275
89,4.000364293311766,4.462673574907604
90,4.092845726044133,4.462616242698932
91,4.1561221961252794,4.4625589104902605
92,3.9691137518090436,4.462501578281589
93,3.939280257513269,4.462444246072918
94,4.855288242899293,4.462386913864246
95,5.477610562674297,4.462329581655575
96,4.530354043627064,4.462272249446904
97,5.377122957964248,4.4622149172382315
98,4.408430772504554,4.46215758502956
99,4.091450335430672,4.462100252820889
100,2.700425878051845,4.462042920612218
101,4.200779995594687,4.461985588403546
102,4.195846190077724,4.4619282561948745
103,4.210411748543069,4.461870923986203
104,4.268374500112356,4.461813591777531
