,shannon_entropy,trend
0,4.510873661366131,4.031585685685313
1,4.304973608085583,4.030944621994043
2,3.771126812576471,4.030303558302773
3,3.970863455677557,4.029662494611503
4,3.4822066792951167,4.029021430920233
5,4.337886640411691,4.028380367228963
6,3.5567715363319365,4.027739303537693
7,3.6851281710606365,4.027098239846423
8,3.9922201620072664,4.026457176155153
9,3.7963934381821156,4.0258161124638825
10,4.3290248195913845,4.025175048772613
11,4.018001909809364,4.024533985081343
12,3.9899253014009193,4.023892921390073
13,4.042466992482814,4.023251857698803
14,3.559441900169991,4.022610794007533
15,4.174132819804738,4.021969730316263
16,3.953558658423622,4.021328666624993
17,4.485793241584881,4.020687602933723
18,3.9017502389272765,4.020046539242453
19,4.220788582649695,4.019405475551183
20,4.3794889277323,4.018764411859913
21,3.657245100998605,4.018123348168643
22,4.159537587458881,4.017482284477373
23,4.857204893550852,4.0168412207861035
24,4.149784629859047,4.016200157094834
25,4.284614028749761,4.015559093403564
26,4.093693332747903,4.014918029712293
27,3.6355038096130405,4.014276966021023
28,3.722676273437251,4.013635902329753
29,3.6243114754977883,4.012994838638483
30,3.699363573319017,4.012353774947213
31,4.1341942709411725,4.011712711255943
32,4.8523864751324055,4.011071647564673
33,4.318090182278984,4.010430583873403
34,3.829978241773403,4.009789520182133
35,3.7570095906473466,4.0091484564908635
36,4.333286335580337,4.008507392799594
37,3.8196148014880547,4.007866329108324
38,3.7135753083869596,4.007225265417054
39,3.7451146459850393,4.006584201725784
40,3.728924309074247,4.005943138034514
41,4.208522946719893,4.005302074343244
42,4.821434663627431,4.004661010651974
43,4.865759937981216,4.004019946960703
44,4.410181545653622,4.003378883269433
45,4.1680376902825405,4.002737819578163
46,4.599512276652052,4.002096755886893
47,3.9031367424991004,4.0014556921956235
48,4.381772742813006,4.0008146285043535
49,3.9380127086375554,4.000173564813084
50,4.136663395988121,3.9995325011218137
51,4.430879514222131,3.9988914374305438
52,4.71463157575499,3.998250373739274
53,3.705360793318544,3.997609310048004
54,4.234856044672488,3.996968246356734
55,4.161966587146789,3.996327182665464
56,3.783670811454517,3.995686118974194
57,3.307591008294911,3.9950450552829238
58,3.5114820950132133,3.994403991591654
59,4.300050846074161,3.993762927900384
60,3.716214620785348,3.993121864209114
61,4.182628104720512,3.992480800517844
62,4.482102051005715,3.991839736826574
63,4.217910354580779,3.991198673135304
64,4.0296662963520875,3.9905576094440343
65,4.15283008220238,3.989916545752764
66,4.245788865691284,3.989275482061494
67,4.256072392692265,3.988634418370224
68,4.3910008370111,3.987993354678954
69,4.476551961679477,3.987352290987684
70,3.909206647363055,3.9867112272964143
71,3.8546875122451807,3.9860701636051443
72,4.042043483592408,3.9854290999138744
73,3.863429814528515,3.9847880362226045
74,3.709207659555485,3.984146972531334
75,3.559523233165659,3.983505908840064
76,3.8513842806907483,3.9828648451487942
77,3.3839361578246447,3.9822237814575243
78,3.1879532542508064,3.9815827177662544
79,3.2240811101742453,3.9809416540749845
80,3.309788403632871,3.9803005903837145
81,3.479007017588557,3.9796595266924446
82,3.623355293899805,3.9790184630011742
83,3.7679141342174978,3.9783773993099043
84,3.9478058836344267,3.9777363356186344
85,4.043192103395991,3.9770952719273645
86,4.160363295794923,3.9764542082360945
87,4.238881548265221,3.9758131445448246
88,4.281868056281794,3.9751720808535547
89,4.324834175743504,3.9745310171622847
90,4.241559307341106,3.973889953471015
91,4.033018679949706,3.9732488897797444
92,3.944267196336142,3.9726078260884745
93,4.259024421434551,3.9719667623972046
94,4.421895105191731,3.9713256987059347
95,3.935781050732203,3.9706846350146647
96,4.26705872989277,3.970043571323395
97,4.891012129469905,3.969402507632125
98,3.5210411753598856,3.968761443940855
99,4.08064997873279,3.9681203802495846
100,3.6286312019566944,3.9674793165583147
101,3.005327603677261,3.9668382528670447
102,3.2617107332294233,3.966197189175775
103,3.4005375842420884,3.965556125484505
104,4.023346065529552,3.964915061793235
105,2.6173562764278837,3.964273998101965
106,2.9752710254271952,3.963632934410695
107,3.0940598568894173,3.962991870719425
108,3.1571604003856817,3.962350807028155
109,4.179135930044932,3.961709743336885
110,4.326051213622838,3.961068679645615
111,4.102492305427142,3.960427615954345
112,3.718658173845962,3.959786552263075
113,3.2408377068994842,3.959145488571805
114,2.8040886647692793,3.958504424880535
115,2.599259972760503,3.9578633611892653
116,3.5930354938567306,3.9572222974979954
117,3.223195468877807,3.956581233806725
118,2.9072507650719444,3.955940170115455
119,2.90097750394475,3.955299106424185
120,2.898566637134415,3.954658042732915
121,3.6665612451044503,3.9540169790416453
122,4.583560785908901,3.9533759153503754
123,4.5107811164060765,3.9527348516591054
124,4.601483127126082,3.9520937879678355
125,4.644130960290203,3.951452724276565
126,4.434530709475115,3.950811660585295
127,3.997833004832829,3.9501705968940253
128,3.9629144781392704,3.9495295332027553
129,4.293455125597607,3.9488884695114854
130,4.486623956996049,3.9482474058202155
131,4.421479758943695,3.9476063421289456
132,4.417181889841942,3.9469652784376756
133,4.363696183688823,3.9463242147464057
134,4.293198764955691,3.9456831510551353
135,4.26130255513563,3.9450420873638654
136,4.225506149894654,3.9444010236725955
137,4.591678948126282,3.9437599599813256
138,3.3519199732195943,3.9431188962900556
139,4.127319825901241,3.9424778325987857
140,5.043734522843292,3.9418367689075158
141,5.013413945305416,3.941195705216246
142,4.284122887278702,3.940554641524976
143,4.0621556052565895,3.9399135778337055
144,3.982928495541384,3.9392725141424356
145,3.9834440608928956,3.9386314504511657
146,3.8711152933181365,3.9379903867598958
147,3.785319482444527,3.937349323068626
148,4.3268473594691805,3.936708259377356
149,4.657788548994677,3.936067195686086
150,4.623230458961479,3.3280768838227965
151,4.47606506022368,3.334322240663181
152,4.246705013342477,3.340567597503566
153,3.6134930474560663,3.3468129543439504
154,3.982105353294199,3.353058311184335
155,3.7304699215653456,3.3593036680247197
156,2.237850371176964,3.365549024865104
157,2.196560568935917,3.3717943817054885
158,2.523122265519517,3.378039738545873
159,2.714813852091288,3.3842850953862573
160,3.0904710350866273,3.390530452226642
161,3.2430376788165103,3.3967758090670266
162,3.450179739558752,3.403021165907411
163,3.5622518747344354,3.409266522747796
164,3.5503950939655438,3.4155118795881805
165,3.2264339257764996,3.421757236428565
166,3.4055522206935875,3.4280025932689493
167,3.756755191732792,3.434247950109334
168,3.569539324129613,3.440493306949718
169,3.479068132499535,3.4467386637901027
170,3.8242870123533916,3.4529840206304874
171,3.6224952422679597,3.459229377470872
172,3.3231341051312904,3.4654747343112566
173,3.328146696942994,3.4717200911516413
174,3.338379229075085,3.477965447992026
175,3.3791565088870716,3.48421080483241
176,3.8807210470288855,3.4904561616727947
177,3.8161460147489072,3.496701518513179
178,3.6156629634642936,3.5029468753535635
179,3.5472575970513134,3.509192232193948
180,3.440040640176181,3.515437589034333
181,3.2908015384915625,3.5216829458747174
182,3.2432229993143813,3.527928302715102
183,3.2901977955620603,3.5341736595554867
184,3.3621200781057787,3.540419016395871
185,3.6176031863560305,3.5466643732362555
186,2.4284800260857793,3.5529097300766397
187,2.9124917199339526,3.5591550869170243
188,3.453768491641307,3.565400443757409
189,3.704610001419876,3.5716458005977936
190,3.3494628740845567,3.577891157438178
191,3.6974256421490197,3.584136514278563
192,3.6245889953653534,3.590381871118947
193,3.4498837711381705,3.5966272279593317
194,3.643071984818979,3.6028725847997163
195,3.770072938977351,3.6091179416401005
196,3.5731579991506273,3.615363298480485
197,3.65169973881901,3.6216086553208697
198,3.423483813098156,3.6278540121612544
199,3.5066994310307047,3.634099369001639
200,3.5145867612119446,3.6403447258420236
201,3.6482411965365786,3.646590082682408
202,3.8958594894796215,3.6528354395227924
203,4.10621380142647,3.659080796363177
204,3.905557230106299,3.6653261532035613
205,3.891025611442622,3.671571510043946
206,3.8343003924053045,3.6778168668843305
207,3.7709084057760336,3.684062223724715
208,3.7142050176959414,3.6903075805650998
209,3.626980851112761,3.6965529374054844
210,3.3945063155134734,3.7027982942458686
211,3.6353379447859746,3.7090436510862532
212,3.9328332062827447,3.715289007926638
213,3.5779335666593046,3.721534364767022
214,3.620637586848199,3.7277797216074067
215,3.6513216115365186,3.7340250784477913
216,3.8463506003414127,3.740270435288176
217,4.297271424641106,3.7465157921285606
218,4.202992882466344,3.752761148968945
219,4.034651085576475,3.7590065058093294
220,3.840757900095734,3.765251862649714
221,3.6782724799647366,3.7714972194900986
222,3.5391164744486314,3.777742576330483
223,3.443556814632178,3.7839879331708675
224,3.394474586726625,3.790233290011252
225,3.424323556960943,3.7964786468516367
226,3.7292959247496595,3.8027240036920213
227,4.078913133309542,3.808969360532406
228,4.265733675360217,3.81521471737279
229,3.6655640697063405,3.821460074213175
230,3.7722011545488097,3.8277054310535594
231,3.9055812053488252,3.8339507878939436
232,3.6998199034935024,3.8401961447343282
233,3.253222185161769,3.846441501574713
234,3.312796350171454,3.8526868584150975
235,3.372142374103643,3.858932215255482
236,3.436629492940391,3.8651775720958668
237,3.4917023825777,3.871422928936251
238,3.6058061012592044,3.8776682857766356
239,3.6640005001370453,3.88391364261702
240,3.686254284620359,3.8901589994574044
241,3.7369293675240307,3.896404356297789
242,4.189992064263715,3.9026497131381737
243,4.261951866635181,3.9088950699785583
244,4.33912781975183,3.915140426818943
245,4.392095266009695,3.9213857836593276
246,4.390632636401736,3.9276311404997117
247,4.405560538390935,3.9338764973400964
248,4.354768909016404,3.940121854180481
249,4.280655771803153,3.946367211020865
250,4.17329438105611,3.95261256786125
251,4.051922786891237,3.9588579247016344
252,3.873597364150687,3.965103281542019
