#SampleID	faith_pd
0	15.40384915305482
1	16.47159455355898
2	16.80167165131008
3	15.04293007750422
4	14.39368172349432
5	18.45346981247405
6	15.67726457135633
7	15.68901924549147
8	16.66030695145576
9	16.82245602763156
10	18.09246560218916
11	16.60404729001523
12	16.35087986713491
13	16.79933775055131
14	15.70181783883251
15	13.35377644268641
16	13.49528452215527
17	16.14654888912574
18	14.35431040637922
19	16.09070090083963
20	14.61196230176945
21	15.54068693113866
22	15.84558093884081
23	14.94334893637544
24	11.21485211565218
25	14.18337227316691
26	3.322653894839084
27	11.45496824777689
28	2.640768624830764
29	11.05055501351076
30	12.17576871260123
31	14.37814208379801
32	12.33841564430571
33	11.44674508704958
34	11.05373369275059
35	11.16318329032402
36	12.01705032059952
37	11.52355634257442
38	12.84812388028955
39	13.52008136850316
40	13.34593414224016
41	13.12267456730056
42	14.24260194379604
43	15.32296242454773
44	15.08242974390527
45	13.89917697105463
46	14.52747594379478
47	13.83267450450917
48	13.65152770517579
49	11.19162548489879
50	13.12489254253799
51	13.78303582180963
52	14.87099173387586
53	13.80319167634281
54	13.44516818608523
55	15.10364450841702
56	13.80022164553669
57	10.0740016057091
58	10.7697607314667
59	12.91342017174655
60	11.49380360040909
61	12.74205634691943
62	13.00992970176673
63	12.14148775502093
64	12.36123910011837
65	12.65897131646639
66	12.65776744083723
67	13.32470566628501
68	12.69751137393742
69	13.00173509782461
70	13.09567508442044
71	13.53737373388817
72	15.05309649094979
73	12.034257656235
74	13.23780767860039
75	12.56888290146317
76	13.2834010045166
77	11.97691915081267
78	11.47959015812191
79	11.54868864723639
80	11.92199818043364
81	12.72095496655196
82	12.9498025824105
83	13.57630684119427
84	14.15591754353653
85	14.04317409964846
86	14.16824785571633
87	14.08263335547059
88	13.9230511674861
89	14.11015805122572
90	14.38637435090248
91	14.28599214579688
92	13.81499444047939
93	15.7431529057655
94	12.63631996493988
95	12.50285866573833
96	13.40897082429541
97	14.67934373552019
98	12.17845113143948
99	13.64892633780127
100	4.000072108272325
101	10.19397751015569
102	9.67018247726055
103	9.907632745959337
104	13.62087673565307
105	10.08864502218486
106	10.63130999128323
107	12.19720420033136
108	11.91399213297308
109	14.98410425921509
110	10.21883001237584
111	3.214906000601307
112	2.255629355980893
113	3.825254927126752
114	9.170559655296614
115	8.913997844933004
116	12.32015639838839
117	13.59099353880254
118	12.56700589724753
119	12.25674257509544
120	11.71880964659077
121	13.34521630674541
122	14.87635623907779
123	14.73762752517988
124	16.13264177487794
125	15.20080861788019
126	16.87151650899603
127	15.24608719076944
128	14.82096074540528
129	12.72834172541234
130	12.56620356809757
131	13.47001096328598
132	13.24405141261452
133	14.40482589837215
134	14.31922229992547
135	13.83012251710583
136	14.25033715923326
137	15.67455481108125
138	14.10432066230098
139	14.05951311323254
140	14.93411291323232
141	14.50267537817646
142	13.23144298714712
143	12.24995357242936
144	13.79946474572391
145	13.90870010038633
146	13.16257782888863
147	12.3841191854652
148	11.74245026742805
149	14.11411592586975
150	14.89937842140925
151	13.24793592726428
152	15.30227977252622
153	13.63814801938584
154	19.06295836515702
155	17.24367124589552
156	6.839495215767074
157	5.942065833368786
158	7.042397712682022
159	11.18238266296138
160	9.170073768222636
161	10.1085442880606
162	8.757802183645808
163	9.587133503862205
164	10.51615218270434
165	8.791087419836323
166	9.668743635865841
167	8.279593887002999
168	9.806343964394511
169	9.152703838568318
170	12.92265767222553
171	12.26045119622556
172	10.19835311725792
173	10.36422155267488
174	10.90967884766804
175	10.14013448846846
176	9.471332300298297
177	10.6026491660561
178	10.07250693360687
179	9.632785843570964
180	10.78677091219364
181	11.39227443384573
182	11.02804284922691
183	10.69495470765229
184	11.10861796059762
185	14.58644166572062
186	7.983138542799471
187	8.702653075474284
188	9.844344386351636
189	9.341089129898123
190	10.16189849747835
191	9.951553235722919
192	8.495316067035002
193	11.0520250580321
194	10.5246299537645
195	11.71977756696533
196	11.28460970381107
197	11.81502263648798
198	11.01891765418687
199	12.39438175547059
200	11.52035775682855
201	11.02131059697144
202	12.38725168536196
203	12.11673024065446
204	12.45423705238689
205	11.91202511916624
206	12.52267442146666
207	13.89934026539565
208	12.81660491517056
209	14.01749269493806
210	11.54621007305024
211	11.53405981977706
212	12.52225388521367
213	11.92461594665191
214	11.34773515101194
215	12.20630476910701
216	12.71493101272418
217	9.844849279561668
218	9.87783741172861
219	10.8907959702831
220	11.09808664582492
221	11.3942357946787
222	10.8965555336979
223	10.81413196846195
224	10.66953079221364
225	10.84056046619177
226	12.45412272008713
227	13.98069065424698
228	13.52110575989635
229	11.40049470882358
230	9.372066178383793
231	10.88282152459591
232	12.9973120831756
233	12.89446023356167
234	12.72710869143047
235	13.01259185643142
236	13.18562652303335
237	13.88536005118461
238	13.67853475758568
239	13.61198147571426
240	13.41535441867907
241	13.38322887218932
242	14.72678426499083
243	14.91347399801587
244	14.98000330028576
245	14.94789812381236
246	15.15193692127639
247	15.27711611828082
248	16.03374747859981
249	16.63736307647866
250	16.25492113429722
251	15.60951727889725
252	14.34252179386718
